filename,label,category
t0007.90s.jpg,bad,teammate-as-target
t0017.13s.jpg,good,
t0088.40s.jpg,bad,teammate-as-target
t0097.40s.jpg,bad,teammate-as-target
t0109.93s.jpg,good,
t0114.40s.jpg,bad,teammate-as-target
t0201.63s.jpg,good,
t0207.67s.jpg,bad,teammate-as-target
t0210.33s.jpg,bad,teammate-as-target
t0211.20s.jpg,bad,teammate-as-target
t0213.53s.jpg,bad,teammate-as-target
t0370.70s.jpg,good,
t0444.80s.jpg,bad,teammate-as-target
t0504.07s.jpg,bad,teammate-as-target
t0571.27s.jpg,good,
t0633.63s.jpg,bad,teammate-as-target
t0903.07s.jpg,bad,teammate-as-target
t0907.23s.jpg,bad,teammate-as-target
t0908.83s.jpg,bad,teammate-as-target
t0911.83s.jpg,bad,teammate-as-target
t0913.47s.jpg,bad,teammate-as-target
t0914.73s.jpg,bad,teammate-as-target
t0915.57s.jpg,bad,teammate-as-target
t0918.37s.jpg,bad,teammate-as-target
t0969.90s.jpg,good,
t1008.20s.jpg,bad,teammate-as-target
t1051.30s.jpg,bad,teammate-as-target
t1056.80s.jpg,bad,teammate-as-target
t1059.10s.jpg,bad,teammate-as-target
t1061.97s.jpg,good,
t1100.90s.jpg,bad,teammate-as-target
t1102.53s.jpg,bad,teammate-as-target
t1112.10s.jpg,bad,teammate-as-target
t1112.97s.jpg,bad,teammate-as-target
t1115.63s.jpg,bad,teammate-as-target
t1119.10s.jpg,bad,teammate-as-target
t1165.20s.jpg,bad,teammate-as-target
t1166.33s.jpg,bad,teammate-as-target
t1167.13s.jpg,bad,teammate-as-target
t1169.70s.jpg,bad,teammate-as-target
t1173.10s.jpg,bad,teammate-as-target
t1175.17s.jpg,bad,teammate-as-target
t1260.60s.jpg,bad,teammate-as-target
t1262.17s.jpg,bad,teammate-as-target
t1263.27s.jpg,bad,teammate-as-target
t1265.03s.jpg,bad,teammate-as-target
t1266.07s.jpg,bad,teammate-as-target
t1318.83s.jpg,bad,teammate-as-target
t1322.23s.jpg,bad,teammate-as-target
t1382.50s.jpg,bad,teammate-as-target
t1387.33s.jpg,bad,teammate-as-target
t1388.27s.jpg,bad,teammate-as-target
t1389.50s.jpg,bad,teammate-as-target
t1402.03s.jpg,bad,teammate-as-target
t1405.33s.jpg,bad,teammate-as-target
t1407.17s.jpg,bad,teammate-as-target
t1413.23s.jpg,bad,teammate-as-target
t1457.37s.jpg,bad,teammate-as-target
t1503.97s.jpg,bad,teammate-as-target
t1519.50s.jpg,good,
t1560.53s.jpg,bad,teammate-as-target
t1568.80s.jpg,bad,teammate-as-target
t1590.00s.jpg,good,
t1601.17s.jpg,good,
t1643.20s.jpg,bad,teammate-as-target
t1644.80s.jpg,bad,teammate-as-target
t1647.33s.jpg,bad,teammate-as-target
t1648.97s.jpg,bad,teammate-as-target
t1653.97s.jpg,good,
t1665.70s.jpg,bad,teammate-as-target
t1749.07s.jpg,good,
t1787.13s.jpg,bad,teammate-as-target
t1788.27s.jpg,bad,teammate-as-target
t1789.57s.jpg,bad,teammate-as-target
t1834.27s.jpg,good,
