filename,label,category
t0470.63s.jpg,bad,teammate-as-target
t0472.63s.jpg,bad,teammate-as-target
t0482.80s.jpg,bad,teammate-as-target
t0548.83s.jpg,bad,teammate-as-target
t0884.47s.jpg,bad,teammate-as-target
t0986.80s.jpg,bad,teammate-as-target
t0991.63s.jpg,bad,teammate-as-target
t0997.07s.jpg,bad,teammate-as-target
t1393.47s.jpg,bad,teammate-as-target
t2016.50s.jpg,bad,teammate-as-target
t2029.10s.jpg,bad,teammate-as-target
t2031.00s.jpg,bad,teammate-as-target
t2118.00s.jpg,bad,teammate-as-target
t2138.73s.jpg,bad,teammate-as-target
t2244.73s.jpg,bad,teammate-as-target
t2551.07s.jpg,bad,teammate-as-target
t0388.73s.jpg,bad,teammate-as-target
t0873.37s.jpg,bad,teammate-as-target
t1201.67s.jpg,bad,teammate-as-target
t1457.97s.jpg,bad,teammate-as-target
t1530.13s.jpg,bad,teammate-as-target
t0486.03s.jpg,bad,teammate-as-target
t0988.30s.jpg,bad,teammate-as-target
t1394.70s.jpg,bad,teammate-as-target
t2036.17s.jpg,bad,teammate-as-target
t0467.53s.jpg,bad,teammate-as-target
t0877.60s.jpg,bad,teammate-as-target
t1982.10s.jpg,bad,teammate-as-target
t0273.57s.jpg,bad,teammate-as-target
t0264.80s.jpg,bad,teammate-as-target
t0973.97s.jpg,bad,teammate-as-target
t2027.57s.jpg,bad,teammate-as-target
t1521.07s.jpg,bad,teammate-as-target
t2032.93s.jpg,bad,teammate-as-target
t0170.17s.jpg,bad,teammate-as-target
t0640.30s.jpg,bad,teammate-as-target
t2118.63s.jpg,bad,teammate-as-target
t0478.57s.jpg,bad,teammate-as-target
t1550.20s.jpg,bad,teammate-as-target
t1794.27s.jpg,bad,teammate-as-target
t1272.53s.jpg,bad,teammate-as-target
t0914.60s.jpg,bad,teammate-as-target
t2015.03s.jpg,bad,teammate-as-target
t0976.63s.jpg,bad,teammate-as-target
t0967.00s.jpg,bad,teammate-as-target
t1136.47s.jpg,bad,teammate-as-target
t2538.87s.jpg,bad,teammate-as-target
t0481.37s.jpg,bad,utility-as-head
t1455.50s.jpg,bad,teammate-as-target
t1531.17s.jpg,bad,utility-as-head
t0812.57s.jpg,good,
t2540.67s.jpg,bad,teammate-as-target
t1015.50s.jpg,good,
t0816.23s.jpg,good,
t1033.10s.jpg,good,
t0825.27s.jpg,good,
t0980.97s.jpg,bad,teammate-as-target
t1606.83s.jpg,good,
t1476.10s.jpg,good,
t1013.00s.jpg,good,
t2439.63s.jpg,good,
t2115.63s.jpg,good,
t1323.07s.jpg,good,
t0076.83s.jpg,good,
t0551.37s.jpg,good,
t1555.23s.jpg,good,
t0969.77s.jpg,good,
t0071.83s.jpg,good,
t1844.60s.jpg,good,
t0278.60s.jpg,good,
t2429.73s.jpg,good,
t0708.67s.jpg,good,
t0783.50s.jpg,good,
t1087.07s.jpg,good,
t2279.93s.jpg,good,
t0090.97s.jpg,good,
t0081.33s.jpg,good,
t0814.77s.jpg,good,
t0179.40s.jpg,good,
t1469.90s.jpg,good,
t1321.97s.jpg,good,
t0014.40s.jpg,good,
