filename,label,category
t0013.07s.jpg,good,
t0033.17s.jpg,bad,yoru-clone-as-head
t0041.67s.jpg,bad,teammate-as-target
t0048.00s.jpg,bad,teammate-as-target
t0049.60s.jpg,bad,teammate-as-target
t0051.27s.jpg,bad,teammate-as-target
t0122.03s.jpg,good,
t0324.97s.jpg,good,
t0347.90s.jpg,bad,teammate-as-target
t0428.67s.jpg,good,
t0558.50s.jpg,bad,teammate-as-target
t0632.87s.jpg,bad,teammate-as-target
t0650.47s.jpg,good,
t0667.43s.jpg,good,
t0715.33s.jpg,bad,teammate-as-target
t0719.90s.jpg,bad,teammate-as-target
t0752.30s.jpg,bad,teammate-as-target
t0760.30s.jpg,bad,yoru-clone-as-head
t0761.17s.jpg,bad,yoru-clone-as-head
t0763.40s.jpg,bad,yoru-clone-as-head
t0764.70s.jpg,bad,teammate-as-target
t0784.30s.jpg,good,
t0826.20s.jpg,bad,gun-viewmodel-as-head
t0827.93s.jpg,bad,gun-viewmodel-as-head
t0957.77s.jpg,bad,teammate-as-target
t0960.47s.jpg,bad,gun-viewmodel-as-head
t0961.23s.jpg,bad,gun-viewmodel-as-head
t0962.10s.jpg,bad,teammate-as-target
t0966.03s.jpg,bad,gun-viewmodel-as-head
t0967.17s.jpg,bad,gun-viewmodel-as-head
t1047.60s.jpg,good,
t1054.53s.jpg,bad,teammate-as-target
t1129.57s.jpg,good,
t1147.73s.jpg,bad,teammate-as-target
t1165.27s.jpg,good,
t1256.57s.jpg,good,
t1386.03s.jpg,good,
t1392.53s.jpg,good,
t1407.60s.jpg,bad,teammate-as-target
t1460.73s.jpg,bad,teammate-as-target
t1463.13s.jpg,bad,teammate-as-target
t1466.37s.jpg,bad,teammate-as-target
t1483.47s.jpg,bad,teammate-as-target
t1490.83s.jpg,bad,other-bad
t1584.63s.jpg,bad,yoru-clone-as-head
t1588.70s.jpg,bad,teammate-as-target
t1631.10s.jpg,bad,teammate-as-target
t1666.57s.jpg,good,
t1746.43s.jpg,bad,teammate-as-target
t1760.87s.jpg,good,
t1761.67s.jpg,good,
t1764.17s.jpg,bad,teammate-as-target
t1766.40s.jpg,bad,teammate-as-target
t1767.20s.jpg,bad,teammate-as-target
t1768.07s.jpg,bad,teammate-as-target
t1768.87s.jpg,bad,teammate-as-target
t1769.53s.jpg,bad,teammate-as-target
t1772.30s.jpg,bad,teammate-as-target
t1780.87s.jpg,bad,teammate-as-target
t1812.13s.jpg,bad,teammate-as-target
t1814.93s.jpg,bad,yoru-clone-as-head
t1815.90s.jpg,bad,yoru-clone-as-head
t1817.30s.jpg,bad,teammate-as-target
t1819.33s.jpg,bad,teammate-as-target
t1821.83s.jpg,bad,teammate-as-target
t1823.90s.jpg,bad,teammate-as-target
t1825.23s.jpg,bad,teammate-as-target
t1827.03s.jpg,bad,teammate-as-target
t1844.70s.jpg,bad,teammate-as-target
t1852.30s.jpg,bad,teammate-as-target
t1854.03s.jpg,bad,teammate-as-target
t1855.93s.jpg,bad,teammate-as-target
t1857.77s.jpg,bad,teammate-as-target
t1865.70s.jpg,bad,teammate-as-target
t1866.50s.jpg,bad,teammate-as-target
t1868.30s.jpg,bad,teammate-as-target
t1869.33s.jpg,bad,teammate-as-target
t1876.17s.jpg,good,
t1913.57s.jpg,good,
t2022.83s.jpg,bad,teammate-as-target
t2024.27s.jpg,bad,yoru-clone-as-head
t2028.47s.jpg,bad,teammate-as-target
t2029.03s.jpg,bad,teammate-as-target
t2030.60s.jpg,good,
t2042.63s.jpg,bad,teammate-as-target
t2048.23s.jpg,bad,teammate-as-target
t2057.60s.jpg,bad,teammate-as-target
t2058.67s.jpg,good,
t2065.07s.jpg,bad,teammate-as-target
t2097.40s.jpg,bad,teammate-as-target
t2102.43s.jpg,bad,teammate-as-target
t2155.10s.jpg,good,
t2160.37s.jpg,good,
t2167.70s.jpg,bad,teammate-as-target
t2180.83s.jpg,bad,teammate-as-target
t2193.13s.jpg,bad,teammate-as-target
t2205.63s.jpg,good,
t2267.97s.jpg,bad,teammate-as-target
t2477.83s.jpg,bad,teammate-as-target
t2482.37s.jpg,bad,teammate-as-target
t2483.67s.jpg,bad,teammate-as-target
t2484.83s.jpg,bad,teammate-as-target
t2489.07s.jpg,bad,teammate-as-target
t2504.00s.jpg,good,
t2510.57s.jpg,bad,teammate-as-target
t2580.33s.jpg,bad,other-bad
