filename,label,category
t0364.97s.jpg,bad,teammate-as-target
t0530.83s.jpg,bad,teammate-as-target
t1724.57s.jpg,bad,teammate-as-target
t0544.40s.jpg,bad,teammate-as-target
t0513.03s.jpg,bad,teammate-as-target
t1725.67s.jpg,bad,teammate-as-target
t0732.60s.jpg,bad,teammate-as-target
t1256.63s.jpg,bad,teammate-as-target
t0646.60s.jpg,good,
t0788.23s.jpg,bad,scoreboard-portrait-as-head
t1139.67s.jpg,good,
t1297.63s.jpg,good,
t0536.00s.jpg,bad,teammate-as-target
t1741.73s.jpg,bad,gun-viewmodel-as-head
t1131.43s.jpg,good,
t1135.77s.jpg,good,
t0378.50s.jpg,good,
t0356.77s.jpg,good,
t0336.67s.jpg,good,
t0085.27s.jpg,good,
t0259.70s.jpg,good,
t1359.23s.jpg,good,
t0797.50s.jpg,good,
t0807.70s.jpg,good,
t0813.27s.jpg,good,
t1357.40s.jpg,good,
t0746.23s.jpg,good,
t0814.80s.jpg,good,
t0019.70s.jpg,good,
t1743.60s.jpg,good,
t0998.47s.jpg,good,
t0370.77s.jpg,good,
t1130.50s.jpg,good,
t0808.70s.jpg,good,
t0079.37s.jpg,good,
t0083.27s.jpg,good,
t0754.97s.jpg,good,
t0835.63s.jpg,good,
t0747.30s.jpg,good,
t0015.63s.jpg,bad,teammate-as-target
t0020.60s.jpg,good,
t0021.53s.jpg,bad,teammate-as-target
t0035.90s.jpg,good,
t0078.63s.jpg,good,
t0091.47s.jpg,good,
t0160.90s.jpg,bad,gun-viewmodel-as-head
t0339.97s.jpg,good,
t0537.23s.jpg,bad,gun-viewmodel-as-head
t0538.10s.jpg,bad,teammate-as-target
t0540.87s.jpg,bad,gun-viewmodel-as-head
t0541.47s.jpg,bad,gun-viewmodel-as-head
t0731.73s.jpg,bad,teammate-as-target
t0735.37s.jpg,bad,teammate-as-target
t0751.70s.jpg,bad,teammate-as-target
t0985.77s.jpg,bad,gun-viewmodel-as-head
t0993.17s.jpg,bad,teammate-as-target
t0995.17s.jpg,good,
t1016.30s.jpg,good,
t1296.53s.jpg,good,
t1391.03s.jpg,good,
t1489.40s.jpg,good,
t1723.27s.jpg,bad,teammate-as-target
t1741.13s.jpg,bad,gun-viewmodel-as-head
t1745.37s.jpg,good,
