filename,label,category
t0113.10s.jpg,bad,teammate-as-target
t0818.87s.jpg,bad,teammate-as-target
t1507.70s.jpg,bad,teammate-as-target
t0819.67s.jpg,bad,teammate-as-target
t0821.60s.jpg,bad,teammate-as-target
t2453.53s.jpg,bad,teammate-as-target
t0814.70s.jpg,bad,teammate-as-target
t2232.07s.jpg,bad,teammate-as-target
t1776.07s.jpg,bad,teammate-as-target
t2278.53s.jpg,bad,teammate-as-target
t1872.93s.jpg,bad,teammate-as-target
t1771.60s.jpg,bad,teammate-as-target
t2205.10s.jpg,bad,teammate-as-target
t2054.97s.jpg,bad,teammate-as-target
t2229.73s.jpg,bad,teammate-as-target
t2233.67s.jpg,bad,teammate-as-target
t0002.73s.jpg,bad,teammate-as-target
t0570.03s.jpg,good,
t0820.33s.jpg,bad,teammate-as-target
t0421.60s.jpg,bad,teammate-as-target
t1503.03s.jpg,bad,teammate-as-target
t2420.60s.jpg,bad,teammate-as-target
t1429.30s.jpg,bad,teammate-as-target
t2235.77s.jpg,bad,teammate-as-target
t0967.13s.jpg,bad,teammate-as-target
t0922.00s.jpg,bad,teammate-as-target
t1884.13s.jpg,bad,teammate-as-target
t1345.10s.jpg,bad,teammate-as-target
t1680.17s.jpg,bad,teammate-as-target
t1430.07s.jpg,bad,teammate-as-target
t1528.70s.jpg,bad,teammate-as-target
t1872.33s.jpg,bad,teammate-as-target
t0571.90s.jpg,good,
t1880.73s.jpg,bad,teammate-as-target
t1774.80s.jpg,bad,teammate-as-target
t1786.77s.jpg,bad,teammate-as-target
t1788.53s.jpg,bad,teammate-as-target
t0568.03s.jpg,good,
t1519.10s.jpg,bad,teammate-as-target
t0827.33s.jpg,good,
t1519.70s.jpg,bad,teammate-as-target
t0832.73s.jpg,good,
t2428.17s.jpg,bad,gun-viewmodel-as-head
t2127.57s.jpg,good,
t1230.97s.jpg,bad,teammate-as-target
t1710.90s.jpg,good,
t2290.10s.jpg,good,
t0476.53s.jpg,good,
t2423.30s.jpg,good,
t0107.27s.jpg,good,
t1286.80s.jpg,good,
t1616.53s.jpg,good,
t1294.13s.jpg,good,
t1820.73s.jpg,good,
t1987.50s.jpg,good,
t1135.60s.jpg,good,
t0578.50s.jpg,good,
t0713.53s.jpg,good,
t0475.83s.jpg,good,
t1880.03s.jpg,good,
t0532.93s.jpg,good,
t0480.37s.jpg,good,
t1731.57s.jpg,good,
t1352.90s.jpg,good,
t1980.70s.jpg,good,
t0717.70s.jpg,good,
t1780.20s.jpg,good,
t2461.87s.jpg,good,
