filename,label,category
t0006.70s.jpg,bad,teammate-as-target
t0008.27s.jpg,bad,teammate-as-target
t0010.90s.jpg,bad,teammate-as-target
t0024.97s.jpg,bad,teammate-as-target
t0051.10s.jpg,good,
t0098.53s.jpg,good,
t0174.17s.jpg,good,
t0225.90s.jpg,good,
t0297.50s.jpg,bad,teammate-as-target
t0305.00s.jpg,bad,teammate-as-target
t0306.60s.jpg,bad,teammate-as-target
t0308.10s.jpg,bad,teammate-as-target
t0337.37s.jpg,bad,teammate-as-target
t0406.77s.jpg,bad,teammate-as-target
t0684.30s.jpg,bad,teammate-as-target
t0795.63s.jpg,good,
t0858.40s.jpg,good,
t0984.73s.jpg,good,
t1078.33s.jpg,good,
t1095.20s.jpg,good,
t1140.13s.jpg,good,
t1350.97s.jpg,bad,teammate-as-target
t1490.73s.jpg,bad,teammate-as-target
t1568.77s.jpg,good,
t1672.13s.jpg,bad,teammate-as-target
t1681.77s.jpg,bad,teammate-as-target
t1704.90s.jpg,bad,teammate-as-target
t1740.33s.jpg,bad,teammate-as-target
t1793.53s.jpg,good,
t1817.10s.jpg,good,
t1822.60s.jpg,good,
t1912.90s.jpg,bad,teammate-as-target
t1923.47s.jpg,bad,teammate-as-target
t1924.67s.jpg,bad,teammate-as-target
t1925.70s.jpg,bad,teammate-as-target
t1942.17s.jpg,bad,teammate-as-target
t1952.10s.jpg,bad,teammate-as-target
t2120.27s.jpg,good,
