filename,label,category
t0396.53s.jpg,bad,teammate-as-target
t0831.27s.jpg,bad,teammate-as-target
t0265.50s.jpg,bad,teammate-as-target
t0985.93s.jpg,bad,teammate-as-target
t0185.13s.jpg,bad,teammate-as-target
t0580.67s.jpg,bad,teammate-as-target
t1480.17s.jpg,bad,teammate-as-target
t1232.93s.jpg,bad,teammate-as-target
t0257.10s.jpg,bad,teammate-as-target
t1694.30s.jpg,bad,teammate-as-target
t1308.00s.jpg,bad,teammate-as-target
t0966.47s.jpg,bad,teammate-as-target
t0775.77s.jpg,bad,teammate-as-target
t0696.87s.jpg,bad,teammate-as-target
t0188.47s.jpg,bad,teammate-as-target
t0186.27s.jpg,bad,teammate-as-target
t0356.83s.jpg,bad,teammate-as-target
t0082.90s.jpg,bad,teammate-as-target
t0581.73s.jpg,bad,teammate-as-target
t0965.07s.jpg,bad,teammate-as-target
t0149.10s.jpg,bad,teammate-as-target
t0715.63s.jpg,bad,teammate-as-target
t0956.97s.jpg,bad,teammate-as-target
t0010.53s.jpg,bad,teammate-as-target
t1422.63s.jpg,bad,teammate-as-target
t1432.30s.jpg,bad,teammate-as-target
t0359.27s.jpg,bad,teammate-as-target
t0354.70s.jpg,bad,teammate-as-target
t0378.23s.jpg,bad,teammate-as-target
t0189.83s.jpg,bad,teammate-as-target
t1360.30s.jpg,bad,teammate-as-target
t1347.70s.jpg,bad,teammate-as-target
t1495.03s.jpg,bad,teammate-as-target
t1118.53s.jpg,bad,teammate-as-target
t1429.53s.jpg,bad,teammate-as-target
t1492.93s.jpg,bad,teammate-as-target
t0720.17s.jpg,bad,teammate-as-target
t0785.80s.jpg,bad,teammate-as-target
t0988.67s.jpg,bad,teammate-as-target
t0375.73s.jpg,bad,teammate-as-target
t1606.30s.jpg,bad,teammate-as-target
t1105.73s.jpg,bad,teammate-as-target
t1605.27s.jpg,bad,teammate-as-target
t1598.53s.jpg,bad,teammate-as-target
t1003.80s.jpg,bad,teammate-as-target
t1065.10s.jpg,bad,teammate-as-target
t1766.80s.jpg,bad,other-bad
t0777.50s.jpg,bad,utility-as-head
t0012.73s.jpg,bad,map-geometry-as-head
t0787.60s.jpg,bad,teammate-as-target
t1742.77s.jpg,bad,teammate-as-target
t0011.30s.jpg,bad,teammate-as-target
t0154.23s.jpg,bad,teammate-as-target
t1477.83s.jpg,bad,teammate-as-target
t1133.83s.jpg,bad,teammate-as-target
t0963.27s.jpg,bad,scoreboard-portrait-as-head
t1152.87s.jpg,bad,teammate-as-target
t0376.30s.jpg,bad,teammate-as-target
t1624.47s.jpg,bad,utility-as-head
t0395.03s.jpg,bad,teammate-as-target
t1609.53s.jpg,bad,teammate-as-target
t0369.77s.jpg,bad,teammate-as-target
t0255.37s.jpg,bad,teammate-as-target
t0198.07s.jpg,good,
t0903.17s.jpg,bad,teammate-as-target
t1367.77s.jpg,good,
t1062.77s.jpg,good,
t1130.27s.jpg,bad,utility-as-head
t0471.50s.jpg,good,
t0586.17s.jpg,good,
t1212.13s.jpg,good,
t0855.20s.jpg,good,
t0030.17s.jpg,good,
t1640.27s.jpg,good,
t1524.33s.jpg,good,
t0473.73s.jpg,good,
t1638.70s.jpg,good,
t1010.80s.jpg,good,
t1641.73s.jpg,good,
t0138.50s.jpg,good,
t0136.97s.jpg,good,
t0904.33s.jpg,good,
t0736.23s.jpg,good,
t1375.97s.jpg,good,
t1154.57s.jpg,good,
t0404.50s.jpg,good,
t1306.33s.jpg,good,
