filename,label,category
t0032.73s.jpg,bad,teammate-as-target
t0091.27s.jpg,bad,teammate-as-target
t0829.20s.jpg,bad,teammate-as-target
t0967.33s.jpg,bad,teammate-as-target
t1108.20s.jpg,bad,teammate-as-target
t1111.57s.jpg,bad,teammate-as-target
t1212.83s.jpg,bad,teammate-as-target
t1406.90s.jpg,bad,teammate-as-target
t1408.37s.jpg,bad,teammate-as-target
t1152.53s.jpg,bad,teammate-as-target
t1298.80s.jpg,bad,teammate-as-target
t0486.70s.jpg,bad,teammate-as-target
t0477.07s.jpg,good,
t1086.57s.jpg,bad,teammate-as-target
t0098.23s.jpg,bad,teammate-as-target
t0295.70s.jpg,bad,teammate-as-target
t0892.60s.jpg,bad,gun-viewmodel-as-head
t1109.83s.jpg,bad,teammate-as-target
t0822.37s.jpg,good,
t0479.20s.jpg,good,
t1155.10s.jpg,bad,teammate-as-target
t0388.40s.jpg,good,
t0292.33s.jpg,good,
t0779.00s.jpg,good,
t1230.23s.jpg,good,
t0103.20s.jpg,good,
t0980.17s.jpg,good,
t1500.93s.jpg,good,
t0760.43s.jpg,good,
t0079.67s.jpg,good,
t0897.37s.jpg,good,
t0027.03s.jpg,good,
t0985.03s.jpg,good,
t1342.43s.jpg,good,
t1027.80s.jpg,good,
t0909.93s.jpg,good,
